Value,Address,Address2,Date,Time,Date2,Time2,Case,Original_URL,Source,Atty,Atty_Contact,Address3,City,StateZip,State,Postal,County,Extra2
,2926 Pinnacle Drive,"Colorado Springs, CO 80910, El Paso County",2025-07-23,,,,,https://www.auction.com/details/2926-pinnacle-dr-colorado-springs-co-1759244,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Colorado Springs, CO 80910, El Paso County",Colorado Springs,CO 80910,CO,80910, El Paso County,
,10078 Beckham St,"Peyton, CO 80831, El Paso County",2025-07-23,,,,,https://www.auction.com/details/10078-beckham-st-peyton-co-1760933,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Peyton, CO 80831, El Paso County",Peyton,CO 80831,CO,80831, El Paso County,
,867 Summer Drive,"Highlands Ranch, CO 80126, Douglas County",2025-07-23,,,,,https://www.auction.com/details/867-summer-dr-highlands-ranch-co-1769501,Auction.com,"McCarthy & Holthus, LLP",,"Highlands Ranch, CO 80126, Douglas County",Highlands Ranch,CO 80126,CO,80126, Douglas County,
,9132 Chieftan Drive,"Colorado Springs, CO 80925, El Paso County",2025-07-23,,,,,https://www.auction.com/details/9132-chieftan-dr-colorado-springs-co-1777883,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Colorado Springs, CO 80925, El Paso County",Colorado Springs,CO 80925,CO,80925, El Paso County,
,10444 Colby Canyon Dr,"Highlands Ranch, CO 80129, Douglas County",2025-07-23,,,,,https://www.auction.com/details/10444-colby-canyon-dr-highlands-ranch-co-1784058,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Highlands Ranch, CO 80129, Douglas County",Highlands Ranch,CO 80129,CO,80129, Douglas County,
,23080 York Ave,"Parker, CO 80138, Douglas County",2025-07-23,,,,,https://www.auction.com/details/23080-york-ave-parker-co-1785791,Auction.com,Randall S. Miller and Associates,(248) 335-9200,"Parker, CO 80138, Douglas County",Parker,CO 80138,CO,80138, Douglas County,
,3219 E 99th Way,"Thornton, CO 80229, Adams County",2025-07-23,,,,CO-25-1010636...,https://www.auction.com/details/3219-e-99th-way-thornton-co-1711622,Auction.com,"McCarthy & Holthus, LLP",,"Thornton, CO 80229, Adams County",Thornton,CO 80229,CO,80229, Adams County,
,17995 E 107th Pl,"Commerce City, CO 80022, Adams County",2025-07-23,,,,24-033069,https://www.auction.com/details/17995-e-107th-pl-commerce-city-co-1712725,Auction.com,"Janeway Law Firm, PC",,"Commerce City, CO 80022, Adams County",Commerce City,CO 80022,CO,80022, Adams County,
,1170 Elmira Street,"Aurora, CO 80010, Arapahoe County",2025-07-23,,,,25-034355,https://www.auction.com/details/1170-elmira-st-aurora-co-1712737,Auction.com,"Janeway Law Firm, PC",,"Aurora, CO 80010, Arapahoe County",Aurora,CO 80010,CO,80010, Arapahoe County,
,9822 Kenton Circle,"Commerce City, CO 80022, Adams County",2025-07-23,,,,TS 10396968,https://www.auction.com/details/9822-kenton-cir-commerce-city-co-1714267,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Commerce City, CO 80022, Adams County",Commerce City,CO 80022,CO,80022, Adams County,
,33530 Meadow Hill Lane,"Elizabeth, CO 80107, Elbert County",2025-07-23,,,,TS 10413201,https://www.auction.com/details/33530-meadow-hill-ln-elizabeth-co-1716528,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Elizabeth, CO 80107, Elbert County",Elizabeth,CO 80107,CO,80107, Elbert County,
,15513 Highway 144,"Fort Morgan, CO 80701, Morgan County",2025-07-23,,,,23-030410,https://www.auction.com/details/15513-highway-144-fort-morgan-co-1717616,Auction.com,"Janeway Law Firm, PC",,"Fort Morgan, CO 80701, Morgan County",Fort Morgan,CO 80701,CO,80701, Morgan County,
,11801 E 17th Avenue,"Aurora, CO 80010, Adams County",2025-07-23,,,,23-031251,https://www.auction.com/details/11801-e-17th-ave-aurora-co-1717617,Auction.com,"Janeway Law Firm, PC",,"Aurora, CO 80010, Adams County",Aurora,CO 80010,CO,80010, Adams County,
,115 Chatoga Ave,"Grover, CO 80729, Weld County",2025-07-23,,,,23-029543,https://www.auction.com/details/115-chatoga-ave-grover-co-1717623,Auction.com,"Janeway Law Firm, PC",,"Grover, CO 80729, Weld County",Grover,CO 80729,CO,80729, Weld County,
,2261 Coronado Pkwy N Apartment B,"Denver, CO 80229, Adams County",2025-07-23,,,,24-033625,https://www.auction.com/details/2261-coronado-pkwy-n-denver-co-1761041,Auction.com,"Janeway Law Firm, PC",,"Denver, CO 80229, Adams County",Denver,CO 80229,CO,80229, Adams County,
,24740 E Euclid Pl,"Aurora, CO 80016, Arapahoe County",2025-07-23,,,,23-030701,https://www.auction.com/details/24740-e-euclid-pl-aurora-co-1766581,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Aurora, CO 80016, Arapahoe County",Aurora,CO 80016,CO,80016, Arapahoe County,
,2436 West Avenue,"Rifle, CO 81650, Garfield County",2025-07-23,,,,25-034093,https://www.auction.com/details/2436-west-ave-rifle-co-1766588,Auction.com,"Janeway Law Firm, PC",,"Rifle, CO 81650, Garfield County",Rifle,CO 81650,CO,81650, Garfield County,
,629 N Linden Ave,"Trinidad, CO 81082, Las Animas County",2025-07-23,,,,25-034178,https://www.auction.com/details/629-n-linden-ave-trinidad-co-1774620,Auction.com,"Janeway Law Firm, PC",,"Trinidad, CO 81082, Las Animas County",Trinidad,CO 81082,CO,81082, Las Animas County,
,218 South 2nd Avenue,"Brighton, CO 80601, Adams County",2025-07-23,,,,25-034114,https://www.auction.com/details/218-s-2nd-ave-brighton-co-1777906,Auction.com,"Janeway Law Firm, PC",,"Brighton, CO 80601, Adams County",Brighton,CO 80601,CO,80601, Adams County,
,955 Coyote Circle,"Coal Creek, CO 81221, Fremont County",2025-07-23,,,,24-032708,https://www.auction.com/details/955-coyote-cir-coal-creek-co-1778555,Auction.com,"Janeway Law Firm, PC",,"Coal Creek, CO 81221, Fremont County",Coal Creek,CO 81221,CO,81221, Fremont County,
,126 S 4th St,"Victor, CO 80860, Teller County",2025-07-23,,,,24CO00440-1,https://www.auction.com/details/126-s-4th-st-victor-co-1778808,Auction.com,Randall S. Miller and Associates,(248) 335-9200,"Victor, CO 80860, Teller County",Victor,CO 80860,CO,80860, Teller County,
,1815 Iroquois Rd,"Pueblo, CO 81001, Pueblo County",2025-07-23,,,,24CO00106-1,https://www.auction.com/details/1815-iroquois-rd-pueblo-co-1785705,Auction.com,Randall S. Miller and Associates,(248) 335-9200,"Pueblo, CO 81001, Pueblo County",Pueblo,CO 81001,CO,81001, Pueblo County,
,2469 Devonshire Court,"Denver, CO 80229, Adams County",2025-07-23,,,,CO-24-1004251...,https://www.auction.com/details/2469-devonshire-ct-denver-co-1786630,Auction.com,"McCarthy & Holthus, LLP",,"Denver, CO 80229, Adams County",Denver,CO 80229,CO,80229, Adams County, 34
,179 Prairie Falcon Pkwy,"Brighton, CO 80601, Adams County",2025-07-23,,,,TS 10402550,https://www.auction.com/details/179-prairie-falcon-pkwy-brighton-co-1713822,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Brighton, CO 80601, Adams County",Brighton,CO 80601,CO,80601, Adams County,
,14507 E Evans Ave,"Aurora, CO 80014, Arapahoe County",2025-07-23,,,,TS 8260978,https://www.auction.com/details/14507-e-evans-ave-aurora-co-1767295,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Aurora, CO 80014, Arapahoe County",Aurora,CO 80014,CO,80014, Arapahoe County,
,908 Applewood Court,"Fort Lupton, CO 80621, Weld County",2025-07-23,,,,24-033335,https://www.auction.com/details/908-applewood-ct-fort-lupton-co-1711663,Auction.com,"Janeway Law Firm, PC",,"Fort Lupton, CO 80621, Weld County",Fort Lupton,CO 80621,CO,80621, Weld County,
,7925 Trotter Lane,"Lone Tree, CO 80124, Douglas County",2025-07-23,,,,,https://www.auction.com/details/7925-trotter-ln-lone-tree-co-1712979,Auction.com,"McCarthy & Holthus, LLP",,"Lone Tree, CO 80124, Douglas County",Lone Tree,CO 80124,CO,80124, Douglas County,
,35824 Pleasant Hill Ave,"Galeton, CO 80622, Weld County",2025-07-23,,,,,https://www.auction.com/details/35824-pleasant-hill-ave-galeton-co-1714011,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Galeton, CO 80622, Weld County",Galeton,CO 80622,CO,80622, Weld County,
,1281 W 71st Pl,"Denver, CO 80221, Adams County",2025-07-23,,,,,https://www.auction.com/details/1281-w-71st-pl-denver-co-1716833,Auction.com,"Halliday, Watkins and Mann, P.C.",,"Denver, CO 80221, Adams County",Denver,CO 80221,CO,80221, Adams County,
,810 42nd St,"Evans, CO 80620, Weld County",2025-07-23,,,,,https://www.auction.com/details/810-42nd-st-evans-co-1717395,Auction.com,"McCarthy & Holthus, LLP",,"Evans, CO 80620, Weld County",Evans,CO 80620,CO,80620, Weld County,
,1130 Beulah Ave,"Pueblo, CO 81004, Pueblo County",2025-07-23,,,,25-034369,https://www.auction.com/details/1130-beulah-ave-pueblo-co-1717515,Auction.com,"Janeway Law Firm, PC",,"Pueblo, CO 81004, Pueblo County",Pueblo,CO 81004,CO,81004, Pueblo County,
,2981 Meeker St,"Grand Junction, CO 81503, Mesa County",2025-07-23,,,,25-034403,https://www.auction.com/details/2981-meeker-st-grand-junction-co-1717520,Auction.com,"Janeway Law Firm, PC",,"Grand Junction, CO 81503, Mesa County",Grand Junction,CO 81503,CO,81503, Mesa County,
,3061 Vaughn Street,"Aurora, CO 80011, Adams County",2025-07-23,,,,25-034407,https://www.auction.com/details/3061-vaughn-st-aurora-co-1717521,Auction.com,"Janeway Law Firm, PC",,"Aurora, CO 80011, Adams County",Aurora,CO 80011,CO,80011, Adams County,
,2295 Dexter Dr,"Longmont, CO 80501, Boulder County",2025-07-23,,,,,https://www.auction.com/details/2295-dexter-dr-longmont-co-1720370,Auction.com,"The Sayer Law Group, P.C.",(319) 234-2530,"Longmont, CO 80501, Boulder County",Longmont,CO 80501,CO,80501, Boulder County,
,106 Breanna Ln,"Dolores, CO 81323, Montezuma County",2025-07-23,,,,25-034415,https://www.auction.com/details/106-breanna-ln-dolores-co-1727963,Auction.com,"Janeway Law Firm, PC",,"Dolores, CO 81323, Montezuma County",Dolores,CO 81323,CO,81323, Montezuma County,
,534 Bickley St,"Colorado Springs, CO 80911, El Paso County",2025-07-23,,,,,https://www.auction.com/details/534-bickley-st-colorado-springs-co-1775550,Auction.com,"McCarthy & Holthus, LLP",,"Colorado Springs, CO 80911, El Paso County",Colorado Springs,CO 80911,CO,80911, El Paso County,
,16 Posada Dr,"Pueblo, CO 81005, Pueblo County",2025-07-23,,,,,https://www.auction.com/details/16-posada-dr-pueblo-co-1778345,Auction.com,Randall S. Miller and Associates,(248) 335-9200,"Pueblo, CO 81005, Pueblo County",Pueblo,CO 81005,CO,81005, Pueblo County,
,1416 Clover Creek Drive,"Longmont, CO 80503, Boulder County",2025-07-23,,,,TS 10255859,https://www.auction.com/details/1416-clover-creek-dr-longmont-co-1740965,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Longmont, CO 80503, Boulder County",Longmont,CO 80503,CO,80503, Boulder County,
,10674 Winding Meadow Dr,"Kiowa, CO 80117, Elbert County",2025-07-23,,,,TS 9503251,https://www.auction.com/details/10674-winding-meadow-dr-kiowa-co-1772309,Auction.com,"Barrett, Frappier and Weisserman",(626) 915-5714,"Kiowa, CO 80117, Elbert County",Kiowa,CO 80117,CO,80117, Elbert County,
,14-808 Nanawale Circle,"Pahoa, HI 96778, Hawaii County",2025-07-23,,,,,https://www.auction.com/details/14-808-nanawale-cir-pahoa-hi-1784186,Auction.com,"The Mortgage Law Firm dba TMLF Hawaii, LLLC",(619) 465-8200,"Pahoa, HI 96778, Hawaii County",Pahoa,HI 96778,HI,96778, Hawaii County,
,324 23rd Ave,"Bellwood, IL 60104, Cook County",2025-07-23,,,,,https://www.auction.com/details/324-23rd-ave-bellwood-il-1766293,Auction.com,The Wirbicki Law Group LLC,(312) 360-9455,"Bellwood, IL 60104, Cook County",Bellwood,IL 60104,IL,60104, Cook County,
,10235 S Oglesby Ave,"Chicago, IL 60617, Cook County",2025-07-23,,,,2024CH03791,https://www.auction.com/details/10235-s-oglesby-ave-chicago-il-1783622,Auction.com,MANLEY DEAS KOCHALSKI LLC,(614) 767-7080,"Chicago, IL 60617, Cook County",Chicago,IL 60617,IL,60617, Cook County,
,820 S Hamilton St,"Sullivan, IL 61951, Moultrie County",2025-07-23,,,,,https://www.auction.com/details/820-s-hamilton-st-sullivan-il-1785036,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Sullivan, IL 61951, Moultrie County",Sullivan,IL 61951,IL,61951, Moultrie County,
,58 Oriole Drive,"Decatur, IL 62526, Macon County",2025-07-23,,,,24 FC 123,https://www.auction.com/details/58-oriole-dr-decatur-il-1739117,Auction.com,LOGS Legal Group LLP,(847) 291-1717,"Decatur, IL 62526, Macon County",Decatur,IL 62526,IL,62526, Macon County,
,216 N Olive St,"Maroa, IL 61756, Macon County",2025-07-23,,,,14-24-06533,https://www.auction.com/details/216-n-olive-st-maroa-il-1770674,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Maroa, IL 61756, Macon County",Maroa,IL 61756,IL,61756, Macon County,
,3421 S 4th St,"Springfield, IL 62703, Sangamon County",2025-07-23,,,,14-24-03201,https://www.auction.com/details/3421-s-4th-st-springfield-il-1745586,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Springfield, IL 62703, Sangamon County",Springfield,IL 62703,IL,62703, Sangamon County,
,12460 East Bethel Road,"Mount Vernon, IL 62864, Jefferson County",2025-07-23,,,,2024 FC 28,https://www.auction.com/details/12460-e-bethel-rd-mount-vernon-il-1699161,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Mount Vernon, IL 62864, Jefferson County",Mount Vernon,IL 62864,IL,62864, Jefferson County,
,49 Waterbury Circle,"Oswego, IL 60543, Kendall County",2025-07-23,,,,2024FC000174,https://www.auction.com/details/49-waterbury-cir-oswego-il-1743258,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Oswego, IL 60543, Kendall County",Oswego,IL 60543,IL,60543, Kendall County,
,216 12th Street,"Wood River, IL 62095, Madison County",2025-07-23,,,,25-001889,https://www.auction.com/details/216-12th-st-wood-river-il-1768020,Auction.com,MANLEY DEAS KOCHALSKI LLC,(614) 767-7080,"Wood River, IL 62095, Madison County",Wood River,IL 62095,IL,62095, Madison County,
,1227 37th St,"Rock Island, IL 61201, Rock Island County",2025-07-23,,,,14-24-06638,https://www.auction.com/details/1227-37th-st-rock-island-il-1773461,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Rock Island, IL 61201, Rock Island County",Rock Island,IL 61201,IL,61201, Rock Island County,
,4809 N. Leonard Dr.,"Norridge, IL 60706, Cook County",2025-07-23,,,,14-22-07815,https://www.auction.com/details/4809-n-leonard-dr-norridge-il-1759330,Auction.com,CODILIS & ASSOCIATES PC,(630) 794-5300,"Norridge, IL 60706, Cook County",Norridge,IL 60706,IL,60706, Cook County,
,509 E Calhoun St,"Macomb, IL 61455, McDonough County",2025-07-23,,,,,https://www.auction.com/details/509-e-calhoun-st-macomb-il-1734610,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Macomb, IL 61455, McDonough County",Macomb,IL 61455,IL,61455, McDonough County,
,2112 W Laura Ave,"West Peoria, IL 61604, Peoria County",2025-07-23,,,,2024-FC-00002...,https://www.auction.com/details/2112-w-laura-ave-west-peoria-il-1737199,Auction.com,"Diaz Anselmo & Associates, LLC",(630) 453-6960,"West Peoria, IL 61604, Peoria County",West Peoria,IL 61604,IL,61604, Peoria County,
,510 N 4th St,"Dunlap, IL 61525, Peoria County",2025-07-23,,,,2024-FC-00001...,https://www.auction.com/details/510-n-4th-st-dunlap-il-1743745,Auction.com,"Diaz Anselmo & Associates, LLC",(630) 453-6960,"Dunlap, IL 61525, Peoria County",Dunlap,IL 61525,IL,61525, Peoria County,
,12 Circle Dr E,"Montgomery, IL 60538, Kendall County",2025-07-23,,,,,https://www.auction.com/details/12-circle-dr-e-montgomery-il-1744559,Auction.com,"McCalla Raymer Leibert Pierce, LLC",(312) 346-9088,"Montgomery, IL 60538, Kendall County",Montgomery,IL 60538,IL,60538, Kendall County,
,317 A St,"Monmouth, IL 61462, Warren County",2025-07-23,,,,,https://www.auction.com/details/317-n-a-st-monmouth-il-1749964,Auction.com,"Johnson, Blumberg & Associates, LLC",(312) 541-9710,"Monmouth, IL 61462, Warren County",Monmouth,IL 61462,IL,61462, Warren County,
,1311 Martha St,"Pekin, IL 61554, Tazewell County",2025-07-23,,,,,https://www.auction.com/details/1311-martha-st-pekin-il-1752235,Auction.com,"Johnson, Blumberg & Associates, LLC",(312) 541-9710,"Pekin, IL 61554, Tazewell County",Pekin,IL 61554,IL,61554, Tazewell County,
,2213 Nevada Avenue,"Granite City, IL 62040, Madison County",2025-07-23,,,,25 FC 52,https://www.auction.com/details/2213-nevada-ave-granite-city-il-1768620,Auction.com,LOGS Legal Group LLP,(847) 291-1717,"Granite City, IL 62040, Madison County",Granite City,IL 62040,IL,62040, Madison County,
,2208 Valentine Avenue,"Pekin, IL 61554, Tazewell County",2025-07-23,,,,24-05507,https://www.auction.com/details/2208-valentine-ave-pekin-il-1769513,Auction.com,"Marinosci Law Group, P.C.",,"Pekin, IL 61554, Tazewell County",Pekin,IL 61554,IL,61554, Tazewell County,
,2415 N. Indiana Avenue,"Peoria, IL 61604, Peoria County",2025-07-23,,,,23-00628,https://www.auction.com/details/2415-n-indiana-ave-peoria-il-1769789,Auction.com,"Marinosci Law Group, P.C.",,"Peoria, IL 61604, Peoria County",Peoria,IL 61604,IL,61604, Peoria County,
,133 Rio Verde Dr,"Belleville, IL 62221, St. Clair County",2025-07-23,,,,23-05527,https://www.auction.com/details/133-rio-verde-dr-belleville-il-1770790,Auction.com,"Marinosci Law Group, P.C.",,"Belleville, IL 62221, St. Clair County",Belleville,IL 62221,IL,62221, St. Clair County,
,117 Harding Blvd,"East Peoria, IL 61611, Tazewell County",2025-07-23,,,,,https://www.auction.com/details/117-harding-blvd-east-peoria-il-1772582,Auction.com,"RAS Crane, LLC",(561) 241-6901,"East Peoria, IL 61611, Tazewell County",East Peoria,IL 61611,IL,61611, Tazewell County,
,24 Suburban Heights,"Milan, IL 61264, Rock Island County",2025-07-23,,,,,https://www.auction.com/details/24-suburban-hts-milan-il-1775559,Auction.com,MANLEY DEAS KOCHALSKI LLC,(614) 767-7080,"Milan, IL 61264, Rock Island County",Milan,IL 61264,IL,61264, Rock Island County,
,1827 Hale Ave,"Fort Wayne, IN 46802, Allen County",2025-07-23,,,,,https://www.auction.com/details/1827-hale-ave-fort-wayne-in-1756498,Auction.com,"Codilis Law, LLC",,"Fort Wayne, IN 46802, Allen County",Fort Wayne,IN 46802,IN,46802, Allen County,
,2025 Curdes Ave,"Fort Wayne, IN 46805, Allen County",2025-07-23,,,,02D03-2410-MF...,https://www.auction.com/details/2025-curdes-ave-fort-wayne-in-1756620,Auction.com,"Diaz Anselmo & Associates, LLC",(630) 453-6960,"Fort Wayne, IN 46805, Allen County",Fort Wayne,IN 46805,IN,46805, Allen County,
,4508 Willard Dr,"Fort Wayne, IN 46815, Allen County",2025-07-23,,,,,https://www.auction.com/details/4508-willard-dr-fort-wayne-in-1757114,Auction.com,Manley Deas Kochalski LLC.,,"Fort Wayne, IN 46815, Allen County",Fort Wayne,IN 46815,IN,46815, Allen County,
,21873 Angeline Dr,"Bristol, IN 46507-9331, Elkhart County",2025-07-23,,,,108601F02,https://www.auction.com/details/21873-angeline-dr-bristol-in-1761829,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Bristol, IN 46507-9331, Elkhart County",Bristol,IN 46507-9331,IN,46507-9331, Elkhart County,
,5613 Arapaho Trail,"Fort Wayne, IN 46825, Allen County",2025-07-23,,,,IF2406018,https://www.auction.com/details/5613-arapaho-trl-fort-wayne-in-1763807,Auction.com,Sottile & Barile LLC,,"Fort Wayne, IN 46825, Allen County",Fort Wayne,IN 46825,IN,46825, Allen County,
,54650 Bradley St,"Elkhart, IN 46514-9724, Elkhart County",2025-07-23,,,,110936F01,https://www.auction.com/details/54650-bradley-st-elkhart-in-1765239,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Elkhart, IN 46514-9724, Elkhart County",Elkhart,IN 46514-9724,IN,46514-9724, Elkhart County,
,512 S 5th St,"Petersburg, IN 47567, Pike County",2025-07-23,,,,G210-38,https://www.auction.com/details/512-s-5th-st-petersburg-in-1763589,Auction.com,"Doyle and Foutty, P.C.",(317) 264-5000,"Petersburg, IN 47567, Pike County",Petersburg,IN 47567,IN,47567, Pike County,
,6091 N County Road 930 E,"Forest, IN 46039-9646, Clinton County",2025-07-23,,,,100729F04,https://www.auction.com/details/6091-n-county-road-930-e-forest-in-1766475,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Forest, IN 46039-9646, Clinton County",Forest,IN 46039-9646,IN,46039-9646, Clinton County,
,219 Oak St,"Millersburg, IN 46543-9749, Elkhart County",2025-07-23,,,,109859F01,https://www.auction.com/details/219-oak-st-millersburg-in-1762075,Auction.com,"Feiwell and Hannoy, P.C.",(317) 237-2727,"Millersburg, IN 46543-9749, Elkhart County",Millersburg,IN 46543-9749,IN,46543-9749, Elkhart County,
