Value,Address,Address2,Date,Time,Date2,Time2,Case,URL,Source,Atty,Atty_Contact
,7372 E 129th Pl,"Thornton, CO 80602, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034392,https://www.auction.com/details/7372-e-129th-pl-thornton-co-1723967,Auction.com,"Janeway Law Firm, PC",
,6740 Fielding Circle,"Colorado Springs, CO 80911, El Paso County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,22-028166,https://www.auction.com/details/6740-fielding-cir-colorado-springs-co-1717509,Auction.com,"Janeway Law Firm, PC",
,119 Pine St,"Log Lane Village, CO 80705, Morgan County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/119-pine-st-log-lane-village-co-1740307,Auction.com,"McCarthy & Holthus, LLP",
,3218 Northridge Dr,"Pueblo, CO 81008, Pueblo County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034194,https://www.auction.com/details/3218-northridge-dr-pueblo-co-1723969,Auction.com,"Janeway Law Firm, PC",
,1844 Saratoga Dr,"Colorado Springs, CO 80910, El Paso County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034409,https://www.auction.com/details/1844-saratoga-dr-colorado-springs-co-1717511,Auction.com,"Janeway Law Firm, PC",
,201 Maplehurst Pt,"Highlands Ranch, CO 80126, Douglas County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,24CO00139-1,https://www.auction.com/details/201-maplehurst-pt-highlands-ranch-co-1745748,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,566 Pioneer Court,"Fort Lupton, CO 80621, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034429,https://www.auction.com/details/566-pioneer-ct-fort-lupton-co-1717512,Auction.com,"Janeway Law Firm, PC",
,5131 Mt Buchanan Ave,"Frederick, CO 80504, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,24-033124,https://www.auction.com/details/5131-mt-buchanan-ave-frederick-co-1750076,Auction.com,"Janeway Law Firm, PC",
,11851 Cherry Dr,"Thornton, CO 80233, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,48188176,https://www.auction.com/details/11851-cherry-dr-thornton-co-1746603,Auction.com,IDEA Law Group LLC,Borrowers/homeowners should call (877) 353-2146
,1301 16th Ave,"Greeley, CO 80631, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034414,https://www.auction.com/details/1301-16th-ave-greeley-co-1717513,Auction.com,"Janeway Law Firm, PC",
,2122 Wedgewood Dr,"Greeley, CO 80631, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,23-030997,https://www.auction.com/details/2122-wedgewood-dr-greeley-co-1717514,Auction.com,"Janeway Law Firm, PC",
,3334 Cremello Court,"Castle Rock, CO 80104, Douglas County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/3334-cremello-ct-castle-rock-co-1756460,Auction.com,Messner Reeves LLP,Borrowers/homeowners should call (303) 623-1800
,1283 S Bahama St,"Aurora, CO 80017, Arapahoe County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25CO00096-1,https://www.auction.com/details/1283-s-bahama-st-aurora-co-1720661,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,4221 Timber Hollow Loop,"Castle Rock, CO 80109, Douglas County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,22-026530,https://www.auction.com/details/4221-timber-hollow-loop-castle-rock-co-1768235,Auction.com,"Janeway Law Firm, PC",
,637 S Worchester Street,"Aurora, CO 80012, Arapahoe County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/637-s-worchester-st-aurora-co-1721169,Auction.com,"Halliday, Watkins and Mann, P.C.",
,16060 E 35th Pl,"Aurora, CO 80011, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,22-028117,https://www.auction.com/details/16060-e-35th-pl-aurora-co-1768242,Auction.com,"Janeway Law Firm, PC",
,24006 Road M,"Cortez, CO 81321, Montezuma County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,CO-24-1003852...,https://www.auction.com/details/24006-road-m-cortez-co-1756787,Auction.com,"McCarthy & Holthus, LLP",
,156 South 10th Avenue,"Brighton, CO 80601, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,20-023920,https://www.auction.com/details/156-s-10th-ave-brighton-co-1722533,Auction.com,"Janeway Law Firm, PC",
,2723 Cascade Ave,"Pueblo, CO 81003, Pueblo County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034399,https://www.auction.com/details/2723-cascade-ave-pueblo-co-1722534,Auction.com,"Janeway Law Firm, PC",
,14143 Greenway Drive,"Sterling, CO 80751, Logan County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,19-020775,https://www.auction.com/details/14143-greenway-dr-sterling-co-1772926,Auction.com,"Janeway Law Firm, PC",
,2751 South Salida Way,"Aurora, CO 80013, Arapahoe County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/2751-s-salida-way-aurora-co-1765317,Auction.com,"McCarthy & Holthus, LLP",
,680 Drake Street,"Denver, CO 80221, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034465,https://www.auction.com/details/680-drake-st-denver-co-1722536,Auction.com,"Janeway Law Firm, PC",
,935 Walnut St,"Brighton, CO 80601, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034454,https://www.auction.com/details/935-walnut-st-brighton-co-1722537,Auction.com,"Janeway Law Firm, PC",
,1100 Goeglein Gulch Road Unit 204,"Durango, CO 81301, La Plata County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034101,https://www.auction.com/details/1100-goeglein-gulch-rd-durango-co-1774621,Auction.com,"Janeway Law Firm, PC",
,8941 Fir Dr,"Thornton, CO 80229, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034466,https://www.auction.com/details/8941-fir-dr-thornton-co-1722538,Auction.com,"Janeway Law Firm, PC",
,10405 Abrams Dr,"Colorado Springs, CO 80925, El Paso County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/10405-abrams-dr-colorado-springs-co-1766503,Auction.com,"McCarthy & Holthus, LLP",
,1914 7th Street,"Greeley, CO 80631, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034468,https://www.auction.com/details/1914-7th-st-greeley-co-1722539,Auction.com,"Janeway Law Firm, PC",
,8269 North Silo Road,"Parker, CO 80138, Douglas County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,TS 10150761,https://www.auction.com/details/8269-silo-rd-parker-co-1722603,Auction.com,"Halliday, Watkins and Mann, P.C.",
,510 Brush Creek Ter,"Eagle, CO 81631, Eagle County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/510-brush-creek-ter-eagle-co-1723064,Auction.com,"McCarthy & Holthus, LLP",
,9825 Lafayette St,"Thornton, CO 80229, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-033886,https://www.auction.com/details/9825-lafayette-st-thornton-co-1776740,Auction.com,"Janeway Law Firm, PC",
,12698 Windingwalk Dr,"Peyton, CO 80831, El Paso County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/12698-windingwalk-dr-peyton-co-1737201,Auction.com,"McCarthy & Holthus, LLP",
,1260 Deserado Drive,"Rangely, CO 81648, Rio Blanco County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1260-deserado-dr-rangely-co-1769080,Auction.com,"McCarthy & Holthus, LLP",
,9172 Baltin Court,"Colorado Springs, CO 80927, El Paso County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/9172-baltin-ct-colorado-springs-co-1737202,Auction.com,"McCarthy & Holthus, LLP",
,4540 Quemoy Street,"Aurora, CO 80019, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/4540-n-quemoy-st-aurora-co-1769247,Auction.com,"McCarthy & Holthus, LLP",
,1657 MacOn Street,"Aurora, CO 80010, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/1657-macon-st-aurora-co-1771705,Auction.com,"McCarthy & Holthus, LLP",
,58 Blue Heron Dr,"Thornton, CO 80241, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/58-blue-heron-dr-thornton-co-1775109,Auction.com,"Janeway Law Firm, PC",
,504 Diamond Ave,"Victor, CO 80860, Teller County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/504-diamond-ave-victor-co-1790499,Auction.com,No Broker/Agent commission on this property. Learn more about Broker Co-op.,
,415 10th St,"Alamosa, CO 81101, Alamosa County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/415-10th-st-alamosa-co-1782619,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,173 Countryside Dr,"Pueblo, CO 81007, Pueblo County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/173-e-countryside-dr-pueblo-co-1789340,Auction.com,"Halliday, Watkins and Mann, P.C.",
,1227 W 133rd Way,"Denver, CO 80234, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,TS 9922626,https://www.auction.com/details/1227-w-133rd-way-denver-co-1716804,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,4524 West 65th Avenue,"Arvada, CO 80003, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,14-001258,https://www.auction.com/details/4524-w-65th-ave-arvada-co-1778497,Auction.com,"Janeway Law Firm, PC",
,3016 W Prentice Ave Unit C,"Littleton, CO 80123, Jefferson County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/3016-w-prentice-ave-littleton-co-1720610,Auction.com,Randall S. Miller and Associates,Borrowers/homeowners should call (248) 335-9200
,"27436 County Road 313, #1","Buena Vista, CO 81211, Chaffee County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,22-026527,https://www.auction.com/details/27436-county-road-313-buena-vista-co-1778503,Auction.com,"Janeway Law Firm, PC",
,4665 Butte Road Unit A,"Florence, CO 81226, Fremont County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,24-033744,https://www.auction.com/details/4665-butte-rd-florence-co-1778504,Auction.com,"Janeway Law Firm, PC",
,821 S Byrd Drive,"Pueblo West, CO 81007, Pueblo County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,25-034062,https://www.auction.com/details/821-s-byrd-dr-pueblo-west-co-1778505,Auction.com,"Janeway Law Firm, PC",
,2774 East 118th Circle,"Thornton, CO 80233, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,TS 10377828,https://www.auction.com/details/2774-e-118th-cir-thornton-co-1783654,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,2037 Wedgewood Ct,"Greeley, CO 80631, Weld County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,23-029203,https://www.auction.com/details/2037-wedgewood-ct-greeley-co-1786684,Auction.com,"Janeway Law Firm, PC",
,8047 Wolff Street Unit A,"Westminster, CO 80031, Adams County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,24-033814,https://www.auction.com/details/8047-wolff-st-westminster-co-1786690,Auction.com,"Janeway Law Firm, PC",
,1473 Graham Cir,"Erie, CO 80516, Boulder County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,CO-24-991935-...,https://www.auction.com/details/1473-graham-cir-erie-co-1789337,Auction.com,"McCarthy & Holthus, LLP",
,18915 County Road 24,"Sterling, CO 80751, Logan County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,TS 10413359,https://www.auction.com/details/18915-county-road-24-sterling-co-1716529,Auction.com,"Barrett, Frappier and Weisserman",Borrowers/homeowners should call (626) 915-5714
,6010 62nd Ct E,"Palmetto, FL 34221, Manatee County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,412024CA00115...,https://www.auction.com/details/6010-62nd-ct-e-palmetto-fl-1716102,Auction.com,Van Ness Law Firm PLC,Borrowers/homeowners should call (954) 571-2031
,2152 148 Ave,"Miramar, FL 33027, Broward County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,514021095800,https://www.auction.com/details/2152-sw-148th-ave-miramar-fl-1788507,Auction.com,Aldridge Pite LLP,Borrowers/homeowners should call (877) 319-8840
,15-2807 Moano St,"Pahoa, HI 96778, Hawaii County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/15-2807-moano-st-pahoa-hi-1782244,Auction.com,"The Mortgage Law Firm dba TMLF Hawaii, LLLC",Borrowers/homeowners should call (619) 465-8200
,923 S 14th St,"Springfield, IL 62703, Sangamon County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/923-s-14th-st-springfield-il-1760002,Auction.com,"RAS Crane, LLC",Borrowers/homeowners should call (561) 241-6901
,1301 S. Oak Street,"Bloomington, IL 61701, McLean County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,2023FC000068,https://www.auction.com/details/1301-s-oak-st-bloomington-il-1762009,Auction.com,"Diaz Anselmo & Associates, LLC",Borrowers/homeowners should call (630) 453-6960
,1740 Balcom Rd,"Anna, IL 62906, Union County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,14-23-03554,https://www.auction.com/details/1740-balcom-rd-anna-il-1764135,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,1130 E Croswell St,"Kankakee, IL 60901, Kankakee County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,14-24-06623,https://www.auction.com/details/1130-e-croswell-st-kankakee-il-1731976,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,1333 1st Street,"Cottage Hills, IL 62018, Madison County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,24 FC 000175,https://www.auction.com/details/1333-1st-st-cottage-hills-il-1743961,Auction.com,"McCalla Raymer Leibert Pierce, LLC",Borrowers/homeowners should call (312) 346-9088
,1104 19 1/2 Ave,"Rock Island, IL 61201, Rock Island County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,14-24-05950,https://www.auction.com/details/1104-19-1%2F2-ave-rock-island-il-1752946,Auction.com,CODILIS & ASSOCIATES PC,Borrowers/homeowners should call (630) 794-5300
,1945 185th St,"Lansing, IL 60438, Cook County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,2012673,https://www.auction.com/details/1945-185th-st-lansing-il-1763882,Auction.com,"Heavner, Beyers & Mihlar, LLC",Borrowers/homeowners should call (217) 422-1719
,4609 Fishermans Ter,"Lyons, IL 60534, Cook County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/4609-fishermans-ter-lyons-il-1748858,Auction.com,"Noonan & Lieberman, Ltd.",Borrowers/homeowners should call (312) 605-3500
,1595 North Church Street,"Decatur, IL 62526, Macon County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,IL-005178-24-...,https://www.auction.com/details/1595-n-church-st-decatur-il-1778451,Auction.com,"Quintairos, Prieto, Wood and Boyer, P.A.",
,400 Stonehill Ave,"Valparaiso, IN 46385, Porter County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/400-stonehill-dr-valparaiso-in-1778801,Auction.com,Manley Deas Kochalski LLC.,
,3654 Drivers Way,"Chesterton, IN 46304, Porter County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,,https://www.auction.com/details/3654-drivers-way-chesterton-in-1779761,Auction.com,Nelson and Frankenberger,Borrowers/homeowners should call (317) 844-0106
,1642 Club View Dr,"Hampton, IA 50441, Franklin County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,249401,https://www.auction.com/details/1642-club-view-dr-hampton-ia-1775886,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,520 High St,"Arlington, IA 50606, Fayette County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,247499,https://www.auction.com/details/520-high-st-arlington-ia-1785557,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,443 N Doris St,"Wichita, KS 67212, Sedgwick County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,239571,https://www.auction.com/details/443-n-doris-st-wichita-ks-1788166,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,4108 S Laura St.,"Wichita, KS 67216, Sedgwick County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,217253.454307...,https://www.auction.com/details/4108-s-laura-st-wichita-ks-1790132,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
,430 Limuel Ct,"Wichita, KS 67235, Sedgwick County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,220215.441434...,https://www.auction.com/details/430-s-limuel-ct-wichita-ks-1790171,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
,4508 Vesta Dr,"Wichita, KS 67208, Sedgwick County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,214245.439247...,https://www.auction.com/details/4508-vesta-dr-wichita-ks-1792413,Auction.com,"Millsap and Singer, LLC",Borrowers/homeowners should call (636) 537-0110
,1736 S Seneca Ct,"Wichita, KS 67213, Sedgwick County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,246089,https://www.auction.com/details/1736-s-seneca-ct-wichita-ks-1788019,Auction.com,"South Law, P.C.",Borrowers/homeowners should call (913) 663-7600
,324 Troy St,"Houma, LA 70363, Terrebonne County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,202041 C,https://www.auction.com/details/324-troy-st-houma-la-1771041,Auction.com,"Dean Morris, L.L.C.",Borrowers/homeowners should call (318) 338-1440
,122 McBride Road,"Ruston, LA 71270, Lincoln County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,63314,https://www.auction.com/details/122-mcbride-rd-ruston-la-1771106,Auction.com,"Dean Morris, L.L.C.",Borrowers/homeowners should call (318) 338-1440
,321 Beatty Road,"Ruston, LA 71270, Lincoln County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,64296,https://www.auction.com/details/321-beatty-rd-ruston-la-1771409,Auction.com,"Dean Morris, L.L.C.",Borrowers/homeowners should call (318) 338-1440
,604 Funderburk Ave,"Houma, LA 70364, Terrebonne County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,201817 C,https://www.auction.com/details/604-funderburk-ave-houma-la-1774633,Auction.com,"Dean Morris, L.L.C.",Borrowers/homeowners should call (318) 338-1440
,133 Vidrine Lane,"Church Point, LA 70525, Acadia County","Wednesday, Jul 30, 2025
Add to calendar",TBD,,,202510488 K,https://www.auction.com/details/133-vidrine-ln-church-point-la-1778116,Auction.com,"Dean Morris, L.L.C.",Borrowers/homeowners should call (318) 338-1440
